nome_matrice,righe,colonne,esecuzione_completata_1,tempo_di_esecuzione_1,n_iter_1,massima_occupazione_memoria_1,numero_mhs_trovati,cardinalita_minima,cardinalita_massima,nuovo_numero_righe,nuovo_numero_colonne,esecuzione_completata_2,tempo_di_esecuzione_2,n_iter_2,massima_occupazione_memoria_2,numero_mhs_trovati_2,cardinalita_minima_2,cardinalita_massima_2,risultati_uguali
c499.043,13,202,1,10364.3125,8477651476,5726.609375,42246884,4,9,13,100,1,2226.734375,1731245156,5913.64453125,42246884,4,9,?
c499.044,9,202,1,16.25,14006300,74.546875,184034,3,8,9,65,1,3.21875,2781020,76.515625,184034,3,8,1
c880.000,1,383,1,0.1875,383,50.4921875,3,1,1,1,3,1,0.171875,3,51.21484375,3,1,1,1
c880.001,6,383,1,0.265625,71218,52.8984375,368,1,4,6,70,1,0.234375,19629,54.19921875,368,1,4,1
c880.002,3,383,1,0.21875,4889,53.37890625,75,1,2,3,22,1,0.171875,285,51.52734375,75,1,2,1
c880.003,1,383,1,0.171875,383,51.19140625,2,1,1,1,2,1,0.171875,2,50.9296875,2,1,1,1
c880.004,2,383,1,0.1875,1135,51.8515625,4,1,2,2,5,1,0.203125,12,50.5,4,1,2,1
c880.005,1,383,1,0.1875,383,50.83984375,3,1,1,1,3,1,0.1875,3,50.9375,3,1,1,1
c880.008,2,383,1,0.203125,6229,52.26953125,48,1,2,2,28,1,0.171875,400,50.6328125,48,1,2,1
c880.009,2,383,1,0.203125,5920,52.26953125,46,1,2,2,27,1,0.1875,372,51.16796875,46,1,2,1
c880.010,7,383,1,0.640625,465018,52.125,1942,2,5,7,76,1,0.375,142555,51.96875,1942,2,5,1
c880.011,5,383,1,0.296875,81317,51.9375,375,2,4,5,28,1,0.203125,4930,53.9296875,375,2,4,1
c880.012,3,383,1,0.328125,148492,53.42578125,1248,2,3,3,54,1,0.21875,14766,54.53515625,1248,2,3,1
c880.013,3,383,1,0.203125,28701,52.5234375,138,2,3,3,30,1,0.1875,1886,52.87109375,138,2,3,1
c880.014,3,383,1,0.234375,12258,53.6328125,225,2,3,3,34,1,0.1875,1190,52.18359375,225,2,3,1
c880.015,2,383,1,0.203125,9147,53.14453125,87,2,2,2,32,1,0.171875,528,50.86328125,87,2,2,1
c880.018,7,383,1,0.453125,245829,51.90234375,736,2,5,7,72,1,0.296875,67256,52.3984375,736,2,5,1
c880.019,4,383,1,0.28125,101703,51.5546875,798,2,4,4,41,1,0.21875,16129,53.14453125,798,2,4,1
c880.020,10,383,1,107.90625,107143730,115.921875,189826,3,8,10,115,1,46.09375,47647431,117.96484375,189826,3,8,1
c880.021,4,383,1,0.296875,97844,51.08984375,828,3,4,4,36,1,0.234375,10734,54.78515625,828,3,4,1
c880.022,4,383,1,0.234375,22422,53.80078125,36,3,4,4,11,1,0.1875,252,51.1953125,36,3,4,1
c880.023,12,383,1,1601.40625,1149370150,1012.06640625,4383891,3,8,12,152,1,910.265625,576020385,1003.65625,4383891,3,8,1
c880.024,5,383,1,0.328125,104875,54.125,288,3,5,5,33,1,0.21875,7951,54.015625,288,3,5,1
c880.025,8,383,1,2.921875,3080713,51.7578125,9270,3,7,8,44,1,0.625,333709,55.73046875,9270,3,7,1
c880.028,3,383,1,0.265625,65857,53.73828125,348,3,3,3,36,1,0.203125,3700,53.171875,348,3,3,1
c880.029,6,383,1,3.109375,3359102,52.671875,22425,3,6,6,62,1,0.859375,596945,55.39453125,22425,3,6,1
c880.030,4,383,1,0.5,407812,51.48046875,1392,4,4,4,40,1,0.234375,22408,54.703125,1392,4,4,1
c880.031,5,383,1,0.296875,76410,51.3125,72,4,5,5,13,1,0.1875,837,51.7734375,72,4,5,1
c880.032,13,383,1,5705.125,4849493797,3785.24609375,13151673,4,9,13,155,1,3584.125,2430297174,3579.8125,13151673,4,9,1
c880.033,10,383,1,54.515625,55921665,92.890625,137670,4,8,10,98,1,29.359375,22683660,92.55859375,137670,4,8,1
c1355.000,4,546,1,24.140625,37410736,139.8515625,895505,1,4,4,152,1,3.9375,4871526,140.01171875,895505,1,4,1
c1355.001,2,546,1,0.265625,18433,53.5234375,456,1,2,2,57,1,0.21875,1618,52.4296875,456,1,2,1
c1355.002,2,546,1,0.21875,17694,54.2890625,445,1,2,2,56,1,0.25,1568,52.2734375,445,1,2,1
c1355.003,4,546,1,24.84375,38091686,138.453125,909005,1,4,4,152,1,4.390625,4968626,141.6484375,909005,1,4,1
c1355.004,3,546,1,0.8125,798997,52.79296875,26805,1,3,3,115,1,0.3125,101441,54.63671875,26805,1,3,1
c1355.005,2,546,1,0.28125,33465,53.77734375,1645,1,2,2,86,1,0.234375,3731,54.58984375,1645,1,2,1
c1355.008,2,546,1,0.25,33076,54.0703125,1643,1,2,2,86,1,0.203125,3731,54.21484375,1643,1,2,1
c1355.009,2,546,1,0.234375,34161,54.421875,1727,1,2,2,88,1,0.21875,3906,54.09375,1727,1,2,1
c1355.010,6,546,1,78.21875,93599580,118.7734375,573155,2,6,6,174,1,13.359375,13581102,116.8671875,573155,2,6,1
c1355.011,7,546,1,6.015625,6608924,56.4765625,46547,2,4,7,109,1,0.921875,760385,56.33984375,46547,2,4,1
c1355.012,6,546,1,164.078125,192729660,109.10546875,440415,2,5,6,158,1,23.09375,25754494,109.609375,440415,2,5,1
c1355.013,5,546,1,3.0625,3996232,59.578125,87202,2,5,5,109,1,0.71875,538065,59.9375,87202,2,5,1
c1355.014,7,546,1,965.84375,1057967448,417.25,479018,2,5,7,180,1,162.609375,177225341,411.4765625,479018,2,5,1
c1355.015,5,546,1,11.6875,16262056,62.30078125,108284,2,5,5,130,1,2.046875,2256000,64.14453125,108284,2,5,1
c1355.018,5,546,1,3.71875,4999806,63.3359375,130315,2,4,5,138,1,0.765625,542537,65.42578125,130315,2,4,1
c1355.019,5,546,1,401.171875,544767572,218.7578125,165235,2,4,5,168,1,60.265625,78408311,222.18359375,165235,2,4,1
c1355.020,5,546,1,266.921875,360515823,503.48046875,4327270,2,5,5,157,1,39.609375,45151386,520.3984375,4327270,2,5,?
c1908.000,2,880,1,0.234375,7732,53.140625,30,1,2,2,15,1,0.171875,103,50.953125,30,1,2,1
c1908.001,2,880,1,0.21875,8925,52.65625,55,1,2,2,20,1,0.1875,188,51.04296875,55,1,2,1
c1908.002,2,880,1,0.21875,7844,53.63671875,50,1,2,2,23,1,0.171875,221,50.70703125,50,1,2,1
c1908.005,2,880,1,0.25,31749,53.33984375,230,1,2,2,55,1,0.203125,1490,52.1328125,230,1,2,1
c1908.009,3,880,1,0.453125,336753,51.28515625,6060,1,3,3,83,1,0.265625,28052,55.01953125,6060,1,3,1
c1908.018,6,880,1,0.625,523082,52.07421875,4625,2,4,6,39,1,0.25,28430,55.05078125,4625,2,4,1
c1908.019,5,880,1,0.328125,153359,51.9609375,475,2,5,5,28,1,0.265625,4635,53.7265625,475,2,5,1
c1908.020,8,880,1,5.375,5602744,54.69140625,47375,3,5,8,49,1,0.5625,372223,56.0703125,47375,3,5,1
c1908.022,9,880,1,5.640625,5330783,51.3046875,8298,3,6,9,44,1,0.609375,285658,52.73828125,8298,3,6,1
c3540.000,3,1669,1,0.40625,280289,51.8984375,228,1,2,3,101,1,0.25,67384,52.171875,228,1,2,1
c3540.002,4,1669,1,0.25,27125,53.90625,90,1,2,4,52,1,0.171875,450,51.90234375,90,1,2,1
c3540.003,2,1669,1,0.265625,54383,53.08203125,115,1,2,2,61,1,0.203125,1888,52.94921875,115,1,2,1
c3540.005,1,1669,1,0.203125,1669,51.8359375,42,1,1,1,42,1,0.171875,42,51.70703125,42,1,1,1
c3540.008,1,1669,1,0.203125,1669,52.0625,55,1,1,1,55,1,0.171875,55,51.98828125,55,1,1,1
c3540.009,3,1669,1,0.28125,77906,53.296875,86,1,2,3,50,1,0.1875,1418,52.546875,86,1,2,1
c3540.011,4,1669,1,4.25,6221923,52.7109375,16905,2,4,4,124,1,0.46875,324467,54.18359375,16905,2,4,1
c3540.022,7,1669,1,179.46875,202218030,115.0859375,427208,2,5,6,203,1,26.34375,30212267,114.43359375,427208,2,5,1
c6288.000,2,2416,1,0.234375,15744,53.33984375,26,1,2,2,24,1,0.171875,126,56.24609375,26,1,2,1
c7552.001,6,3512,1,1139.8125,1300320287,205.1875,712,1,2,6,295,1,101.4375,116462177,203.78515625,712,1,2,1
c7552.005,1,3512,1,0.203125,3512,51.65625,1,1,1,1,1,1,0.1875,1,53.140625,1,1,1,1
c7552.012,2,3512,1,0.234375,13912,53.7265625,2,2,2,2,3,1,0.1875,6,53.76171875,2,2,2,1
c7552.014,4,3512,1,2.015625,2631761,52.20703125,542,2,4,4,55,1,0.265625,23433,56.64453125,542,2,4,1
c7552.019,3,3512,1,1.5,1994575,52.28125,741,2,3,3,68,1,0.25,23548,57.7421875,741,2,3,1
c7552.021,5,3512,1,5.25,6709062,53.54296875,542,3,5,5,56,1,0.3125,58817,56.07421875,542,3,5,1
c7552.022,4,3512,1,4.21875,5649570,51.75390625,741,3,4,4,69,1,0.3125,66120,57.7265625,741,3,4,1
c7552.028,4,3512,1,9.59375,13901516,52.50390625,4185,2,3,4,160,1,0.515625,398820,55.16796875,4185,2,3,1
